	lat	long	sqft_living15	sqft_lot15	bedrooms	bathrooms	sqft_living	sqft_lot	floors	waterfront	view	condition	grade	sqft_above	sqft_basement	yr_built	yr_renovated	zipcode	price	__domino_timestamp	event_id	timestamp	instance_id	log
10	2.8261000000000003	6.0528	4.5168	1.5676	8.7761	7.2156	6.3883	9.6066	8.1197	9.2929	10.7502	7.6859	5.7982	8.6181	8.4391	7.0933	10.0762	1.4895	570000.0	2021-11-02T23:42:12.316459+00:00	e3748e78-d657-4c39-b1b6-a8ecc75018d4	2021-11-02 23:42:12.316459+00:00	6169c82f761da24792b92751	
11	2.8584	3.1666	1.6966	3.7681	3.3655	8.682	3.1707	3.1012	6.2808	6.1197	1.0825	4.1787	2.887	8.6511	5.223	4.1796	8.1499	5.8237	217000.0	2021-11-02T23:42:12.338778+00:00	d1df319a-874a-475c-8222-c324fce5a00b	2021-11-02 23:42:12.338778+00:00	6169c82f761da24792b92751	
12	1.1808	5.054	9.0168	5.3317	7.7095	4.182	1.374	5.1934000000000005	9.3528	3.1428	2.6854	8.4877	2.469	5.0421	4.6046	8.2632	4.7434	1.5311	570000.0	2021-11-02T23:42:12.359985+00:00	c3d07240-18b8-4bae-80b0-5f0ab1cedf16	2021-11-02 23:42:12.359985+00:00	6169c82f761da24792b92751	
13																								"http://nucleus-frontend.domino-platform:80 ""POST /v4/modelManager/recordInvocation HTTP/1.1"" 200 4"
14	9.0496	2.1832	8.7286	8.8222	9.5369	5.1569	4.0626	1.5323	6.6389	10.8593	1.8183	6.5562000000000005	10.3886	3.9839	5.0313	7.0429	4.0507	6.3334	770000.0	2021-11-02T23:42:12.380929+00:00	b4ab8145-23f1-4308-aa25-22c236dd897c	2021-11-02 23:42:12.380929+00:00	6169c82f761da24792b92751	
15	1.6959	9.3411	8.1854	6.7457	5.8442	4.2214	9.1624	8.9152	10.2628	8.923	8.2979	6.6355	7.5498	6.6893	7.3424	9.5346	5.7616	8.4122	570000.0	2021-11-02T23:42:12.401345+00:00	b4a2023e-b89c-40d7-a4d6-1bceddab9bda	2021-11-02 23:42:12.401345+00:00	6169c82f761da24792b92751	
16	5.445	3.3362	7.7339	8.1961	2.8856	4.8517	1.9969999999999999	10.3726	1.069	6.5226	5.2245	6.3063	5.3443	5.538	5.5475	7.8963	7.1645	10.0275	570000.0	2021-11-02T23:42:12.421349+00:00	2c108250-c555-4f88-bbfb-6bce47592f04	2021-11-02 23:42:12.421349+00:00	6169c82f761da24792b92751	
17	8.7975	5.8065	2.6067	8.7564	7.8129	10.3815	1.4251	6.3523	3.8548999999999998	8.4302	8.3444	6.6362	4.9776	4.961	7.8368	3.4826	4.631	3.2041	570000.0	2021-11-02T23:42:12.442189+00:00	b455bf85-c20a-4e8a-a33b-55389282ec96	2021-11-02 23:42:12.442189+00:00	6169c82f761da24792b92751	
18	8.6657	7.8342	3.5684	10.1926	2.6342	1.9232	3.5175	4.8034	1.8886	1.7114	2.0674	1.8538999999999999	6.6942	2.1846	9.2952	1.6389	4.6672	7.6626	217000.0	2021-11-02T23:42:12.462828+00:00	6d679d31-a337-40c3-a89b-df31675c3d4c	2021-11-02 23:42:12.462828+00:00	6169c82f761da24792b92751	
19	6.6417	10.543	3.1563	3.6233	2.8369	6.9495000000000005	2.5633	10.5991	3.3426	5.169	2.2271	10.0906	6.7492	4.0975	3.9493	6.8707	3.9228	9.3603	217000.0	2021-11-02T23:42:12.481015+00:00	17bc4c3a-402c-470f-90ed-0a41e986e7be	2021-11-02 23:42:12.481015+00:00	6169c82f761da24792b92751	
20	6.8496	10.3953	4.1332	7.9291	4.4655000000000005	9.6645	1.4432	5.8609	5.1126	6.3989	3.4775	8.6577	8.7764	9.4718	7.5171	2.9206000000000003	10.8565	10.1721	770000.0	2021-11-02T23:42:12.501581+00:00	38c33e8b-eca1-4bb4-9046-47a32efc09f8	2021-11-02 23:42:12.501581+00:00	6169c82f761da24792b92751	
21	2.6836	5.8554	4.2012	9.995	6.8092	10.1431	10.7979	6.5513	4.2122	2.9535	10.4592	8.8969	8.26	2.7304	7.1968	8.844899999999999	6.1713000000000005	1.8094000000000001	570000.0	2021-11-02T23:42:12.521696+00:00	7ccfbe40-ceca-48b8-b2e8-d9be86cdffeb	2021-11-02 23:42:12.521696+00:00	6169c82f761da24792b92751	
22	10.5677	3.0279	1.9418000000000002	1.8857	1.3069	7.764	9.2676	3.7227	5.1144	6.2486	6.2145	4.0232	3.004	8.5232	9.2189	9.6836	2.5827	5.7699	570000.0	2021-11-02T23:42:12.541032+00:00	06a77ea3-2502-45af-9f8a-e01e6e7b1b3d	2021-11-02 23:42:12.541032+00:00	6169c82f761da24792b92751	
23																								"http://nucleus-frontend.domino-platform:80 ""POST /v4/modelManager/recordInvocation HTTP/1.1"" 200 4"
24	7.0216	2.8293	3.819	2.4333	4.5248	7.7209	5.0012	4.6798	6.9389	5.0186	2.7729	9.7762	10.1495	2.3125999999999998	10.0417	4.3399	2.7318	7.1907	770000.0	2021-11-02T23:42:12.563187+00:00	f02f412d-731f-4fbd-b8b6-3429a60533d6	2021-11-02 23:42:12.563187+00:00	6169c82f761da24792b92751	
25	10.7821	8.1344	7.8916	5.0252	4.4133	5.8174	7.8111	1.185	7.1999	7.7418	2.6497	1.8423	3.4696	7.0562	3.9398	5.8946000000000005	10.3453	2.6584	570000.0	2021-11-02T23:42:12.582875+00:00	495625ab-9f2f-4c29-bc1d-e3b1a9a8ba6a	2021-11-02 23:42:12.582875+00:00	6169c82f761da24792b92751	
26	10.8135	6.2494	9.1997	1.5165000000000002	2.0905	7.6883	5.2954	2.4513	7.5446	8.585	6.9181	4.6787	3.0075	7.1013	7.7609	2.7186	8.4913	10.5741	570000.0	2021-11-02T23:42:12.603612+00:00	f67cf498-9ba1-4304-bf79-f97862dd5577	2021-11-02 23:42:12.603612+00:00	6169c82f761da24792b92751	
27	10.8187	3.3528000000000002	7.7326	2.5937	3.3161	6.4105	1.1099	9.5642	3.0487	8.5144	7.8261	3.6158	7.0843	5.1837	8.9194	2.8524000000000003	7.6151	6.1798	570000.0	2021-11-02T23:42:12.625123+00:00	b6f8ff2c-f3e3-4a85-a43f-34d78839e727	2021-11-02 23:42:12.625123+00:00	6169c82f761da24792b92751	
28	5.0319	6.2493	3.1628	2.2982	4.719	3.4159	4.3053	6.2600999999999996	2.9785	9.8473	9.1248	2.4764	4.8818	2.8291	8.2186	7.6045	3.7878	9.2382	570000.0	2021-11-02T23:42:12.645945+00:00	2460ba80-8070-4924-ab4c-16068f0a7002	2021-11-02 23:42:12.645945+00:00	6169c82f761da24792b92751	
29	2.7094	6.9011	2.1223	1.9169	2.3226	3.3671	8.4508	3.1233	6.8254	8.9368	7.6671	2.2297000000000002	3.1269	3.7583	2.8647	8.2915	6.2626	4.6022	570000.0	2021-11-02T23:42:12.666439+00:00	2b51b836-b799-4354-ad15-b43f6c1a6be3	2021-11-02 23:42:12.666439+00:00	6169c82f761da24792b92751	
30	7.8918	8.2015	10.4186	8.4032	10.0534	7.2025	4.767	7.3727	6.7276	5.9268	5.8142	2.6464	2.5208	1.6487	7.5658	1.3898000000000001	4.0141	5.6938	570000.0	2021-11-02T23:42:12.686630+00:00	9968e1e7-6417-4f1d-93ec-050536816bb5	2021-11-02 23:42:12.686630+00:00	6169c82f761da24792b92751	
31	10.8792	1.8394	2.8859	2.8125	8.0917	10.3964	1.8491	3.3364000000000003	4.8507	7.8065	6.4286	4.3451	7.4515	10.4141	7.9132	8.8802	10.4377	4.4784	570000.0	2021-11-02T23:42:12.706123+00:00	39954279-ecbf-41a0-8908-97bb46183111	2021-11-02 23:42:12.706123+00:00	6169c82f761da24792b92751	
32	2.5811	5.5687999999999995	6.7464	4.6166	9.1097	10.8901	5.8243	3.1676	8.4655	3.4051	10.3089	2.7067	5.6794	6.4883	4.9727	8.7165	4.4303	5.7667	570000.0	2021-11-02T23:42:12.727297+00:00	9962807a-f003-4630-b5e1-6b3f76ed5c9b	2021-11-02 23:42:12.727297+00:00	6169c82f761da24792b92751	
33	4.1219	10.9333	3.542	7.302	4.5037	10.0563	6.4604	5.557	6.8707	4.6068	7.8836	1.6739000000000002	2.1896	4.3791	9.4103	2.8856	9.0448	2.1926	570000.0	2021-11-02T23:42:12.747587+00:00	30ba5339-fce1-4c88-b727-ca0a4c6b28b3	2021-11-02 23:42:12.747587+00:00	6169c82f761da24792b92751	
34	10.1665	9.7538	1.324	2.308	3.2689	5.698	6.6011	5.9097	9.2437	6.9392	6.7077	9.0559	10.2613	7.9111	1.3042	3.4161	4.0154	1.0444	770000.0	2021-11-02T23:42:12.765942+00:00	131612ac-419d-4d6f-bdb0-e31853fe03e9	2021-11-02 23:42:12.765942+00:00	6169c82f761da24792b92751	
35	4.1691	4.2547	4.2306	3.4877000000000002	3.9744	6.4519	3.1403	10.6567	6.0915	8.0618	1.5692	4.554	6.5462	10.0241	4.7185	7.4338	10.8336	10.8251	217000.0	2021-11-02T23:42:12.785181+00:00	05d78058-ba2a-4578-b4d4-7c4f1a0c3d91	2021-11-02 23:42:12.785181+00:00	6169c82f761da24792b92751	
36	1.9011	1.5069	1.9844	2.168	9.944700000000001	7.1981	10.3748	3.4195	1.7929	7.7864	10.0953	9.7792	8.6415	5.2832	6.1039	2.3479	8.8272	5.9522	770000.0	2021-11-02T23:42:12.805732+00:00	fc6fcd1a-8de9-46f5-aede-20649f81e42d	2021-11-02 23:42:12.805732+00:00	6169c82f761da24792b92751	
37	7.8532	5.46	7.0755	8.8797	2.6766	5.5268	5.4811	4.7544	3.6046	1.9847000000000001	4.0819	1.9939	10.5273	7.3049	7.7806	9.3575	9.4732	7.57	770000.0	2021-11-02T23:42:12.824438+00:00	4ad43fb4-dbdc-45ac-94d7-d6c0493477dd	2021-11-02 23:42:12.824438+00:00	6169c82f761da24792b92751	
38	4.59	7.5274	1.8576000000000001	9.6897	10.9333	9.8179	1.5776	6.2245	1.7902	6.4125	1.3397000000000001	1.168	4.1542	8.064	4.1349	3.2281	3.3407	3.0052	217000.0	2021-11-02T23:42:12.843105+00:00	7056c5ff-5359-4a73-96aa-4ad2e59fd7ac	2021-11-02 23:42:12.843105+00:00	6169c82f761da24792b92751	
39	4.662	4.2783	9.4111	6.7819	5.1355	7.5476	2.9357	10.5586	7.2408	8.8871	7.9676	8.6847	1.2423	1.6623999999999999	3.7979000000000003	10.0095	2.9361	8.8744	570000.0	2021-11-02T23:42:12.863871+00:00	f07e35d5-2c09-473f-99c8-ff20de3b511c	2021-11-02 23:42:12.863871+00:00	6169c82f761da24792b92751	
40	5.4457	4.9089	1.4096	2.3578	7.9252	8.8434	9.3626	9.047	3.1506	2.0545	6.75	2.8846	8.403	5.1886	9.5397	5.7305	4.1452	1.8138	570000.0	2021-11-02T23:42:12.885467+00:00	7b74483a-10a6-449b-b01f-fa168a88eced	2021-11-02 23:42:12.885467+00:00	6169c82f761da24792b92751	
41	3.7308	2.8628	9.7712	3.6344000000000003	5.658	6.5823	1.8754	8.3737	5.5132	10.3549	9.9951	10.8433	4.7951	9.6157	4.3498	9.9634	3.1443	5.9907	570000.0	2021-11-02T23:42:12.905639+00:00	be0be552-c844-46f4-886f-adaa86a5f46a	2021-11-02 23:42:12.905639+00:00	6169c82f761da24792b92751	
42	10.1851	6.1992	5.1535	1.7331	2.025	1.4379	1.2871000000000001	10.6508	2.22	8.5373	3.3307	9.1358	5.4955	4.8298000000000005	4.3196	3.5220000000000002	1.1698	2.3696	570000.0	2021-11-02T23:42:12.927349+00:00	de81eb53-1c1c-43db-97e4-feddbe424793	2021-11-02 23:42:12.927349+00:00	6169c82f761da24792b92751	
43	10.053	1.3551	8.3203	3.9949	5.9562	2.6036	5.2959	7.423	10.8234	1.2037	3.314	6.749	9.4769	4.1017	7.6962	6.3911	10.0985	8.828	770000.0	2021-11-02T23:42:12.950366+00:00	b02541c1-8582-48af-b96a-d228d3b5a6ec	2021-11-02 23:42:12.950366+00:00	6169c82f761da24792b92751	
44	2.7763	8.5616	4.4353	8.0512	2.9499	6.729	6.8469	6.7996	5.1932	7.0021	7.9878	9.975999999999999	6.9848	4.9519	3.1511	7.5371	5.9466	2.0788	570000.0	2021-11-02T23:42:12.972249+00:00	1951c10e-8072-4fbe-a83f-55e54db49786	2021-11-02 23:42:12.972249+00:00	6169c82f761da24792b92751	
45	10.5576	1.2882	6.954	10.7584	3.4417	9.133	6.8393	1.7058	1.5232999999999999	5.8135	8.8252	1.7947000000000002	10.3489	6.8908000000000005	2.2652	6.4894	7.611	6.362	770000.0	2021-11-02T23:42:12.992359+00:00	560cbe2a-2aaa-451c-b579-1de7f51dda1e	2021-11-02 23:42:12.992359+00:00	6169c82f761da24792b92751	
46	4.1151	2.159	10.1314	10.9245	1.2989	6.1675	2.6818	8.4103	4.4748	9.2648	10.0462	7.1111	10.9323	4.5875	6.638	7.827	2.6618	4.4783	770000.0	2021-11-02T23:42:13.013837+00:00	97ba7e34-aa8f-4e84-8764-2d642b85a221	2021-11-02 23:42:13.013837+00:00	6169c82f761da24792b92751	
47	4.9448	2.9641	8.5051	3.4037	8.1236	7.9007000000000005	10.4172	7.4586	7.6343	5.9792000000000005	7.9852	9.2099	6.2095	4.3332	10.2475	7.3663	2.1426	7.3771	570000.0	2021-11-02T23:42:13.035440+00:00	1bd4e9ef-9d5f-42ec-9dfd-7991f7d83deb	2021-11-02 23:42:13.035440+00:00	6169c82f761da24792b92751	
48	8.4614	5.8068	3.6608	8.2094	4.5518	4.2758	9.473700000000001	5.3701	5.1594	2.3144	1.298	10.2789	7.2408	1.9943	9.736	10.8195	5.0938	3.2713	217000.0	2021-11-02T23:42:13.067122+00:00	9d492c6b-a1ea-4276-be49-d9b853547a8b	2021-11-02 23:42:13.067122+00:00	6169c82f761da24792b92751	
49	7.3346	3.4743	9.8532	7.7559000000000005	8.9879	8.4029	3.529	10.5176	7.1177	9.8895	7.7785	7.461	9.2407	3.887	5.8651	10.8139	9.5858	8.372	770000.0	2021-11-02T23:42:13.087038+00:00	c0fe0985-a34c-465b-96fd-49b1f718489a	2021-11-02 23:42:13.087038+00:00	6169c82f761da24792b92751	
50	8.9415	4.7128	10.4026	7.6846	8.0424	9.9348	7.7864	7.05	4.9762	5.1704	4.1452	10.8581	7.0405	6.0556	2.6647	6.9524	3.987	3.542	570000.0	2021-11-02T23:42:13.107725+00:00	0b28ece5-7511-40e7-92bd-d1d72b18d5ec	2021-11-02 23:42:13.107725+00:00	6169c82f761da24792b92751	
51	9.549	5.429	4.9524	8.3747	1.4353	2.4387	3.1498	8.4238	8.0427	7.4861	10.6583	6.54	9.3328	10.3302	2.5954	8.762599999999999	2.6137	9.0951	770000.0	2021-11-02T23:42:13.129076+00:00	936aa687-0601-4af4-b44a-09bf903177ae	2021-11-02 23:42:13.129076+00:00	6169c82f761da24792b92751	
52	5.8175	1.0502	9.5676	7.6555	1.9935	2.1306	2.0584	10.6487	3.7034000000000002	1.1219999999999999	3.4130000000000003	9.7064	3.0994	10.9666	3.3882	8.891	3.441	9.265	570000.0	2021-11-02T23:42:13.148812+00:00	e071579a-d116-4450-842d-6bf63d06fe05	2021-11-02 23:42:13.148812+00:00	6169c82f761da24792b92751	
53	6.5885	3.2126	3.122	9.034	10.5386	3.3675	2.6853	9.2961	10.8542	4.6333	2.7868	3.7856	3.5397	2.1781	3.7906	1.5206	4.8398	2.3317	570000.0	2021-11-02T23:42:13.169161+00:00	ff424f84-88ad-4b5e-884c-c5ca4cd0fdcc	2021-11-02 23:42:13.169161+00:00	6169c82f761da24792b92751	
54	9.4008	9.6402	10.4562	4.2301	5.2401	7.2197	2.5617	5.4549	5.9809	7.4726	1.4688	3.7432	6.2461	4.6247	10.2251	5.6957	9.8081	7.7983	217000.0	2021-11-02T23:42:13.187881+00:00	370e5dd5-e20f-4da9-acfd-1bf6cbcedff1	2021-11-02 23:42:13.187881+00:00	6169c82f761da24792b92751	
55																								"http://nucleus-frontend.domino-platform:80 ""POST /v4/modelManager/recordInvocation HTTP/1.1"" 200 4"
56	10.1386	8.9789	6.768	3.2427	6.5102	8.0723	5.811	9.4285	6.45	4.8446	5.1845	10.2483	3.2507	10.092	4.9548000000000005	2.2004	8.138	5.3961	570000.0	2021-11-02T23:42:13.209412+00:00	3be38bdb-f922-47c4-be51-8eca3356d849	2021-11-02 23:42:13.209412+00:00	6169c82f761da24792b92751	
57	2.3266999999999998	7.8718	1.4708	2.1673	9.869299999999999	2.2229	4.7451	1.209	1.2756	8.0634	3.1336	8.5955	9.1525	7.7765	3.1725	2.5564	6.828	2.1216	770000.0	2021-11-02T23:42:13.228691+00:00	146601f9-e342-4147-97f4-d1b10425d14e	2021-11-02 23:42:13.228691+00:00	6169c82f761da24792b92751	
58	9.2942	7.075	4.7835	6.9523	2.0432	6.0789	9.0035	9.9146	8.0604	7.0919	9.5678	6.1065	2.2241	5.4102	4.3935	4.1046	8.1406	10.538499999999999	570000.0	2021-11-02T23:42:13.248369+00:00	292c45b8-1fd0-49f2-b7ab-7803cce5c43a	2021-11-02 23:42:13.248369+00:00	6169c82f761da24792b92751	
59	3.979	10.0061	6.9239	4.9308	8.2629	8.5513	3.7616	1.2658	2.6281	2.1566	7.1402	8.2037	6.1784	4.0388	9.5353	3.5346	3.8601	10.899000000000001	570000.0	2021-11-02T23:42:13.267930+00:00	98114b0b-9b0f-4db6-9332-843b153799c2	2021-11-02 23:42:13.267930+00:00	6169c82f761da24792b92751	
60	8.4252	1.9245	3.0831	6.4538	10.92	3.0492	10.7164	7.3133	1.154	9.0266	6.5678	7.3805	5.9361	6.0661	10.2006	5.557	1.7149	5.3864	570000.0	2021-11-02T23:42:13.288341+00:00	5a6b2772-6be7-42ed-bb59-c603e367d1aa	2021-11-02 23:42:13.288341+00:00	6169c82f761da24792b92751	
61	1.9809999999999999	7.4656	9.9043	10.7741	1.0167	2.3507	9.9117	3.1093	5.9327000000000005	9.4156	6.7851	2.5129	7.4633	5.9462	2.7059	8.025	8.1197	8.9719	570000.0	2021-11-02T23:42:13.306906+00:00	deca8590-026d-45fa-b5a5-5d00a9d52be9	2021-11-02 23:42:13.306906+00:00	6169c82f761da24792b92751	
62	5.8181	3.9355	3.2217000000000002	1.8324	1.3569	10.5166	2.2638	4.7599	8.2221	1.0803	7.8625	8.7848	9.5289	7.22	1.4357	9.289	3.304	1.4037	770000.0	2021-11-02T23:42:13.326236+00:00	796416a8-ff11-4b9f-834d-0a33ed5db130	2021-11-02 23:42:13.326236+00:00	6169c82f761da24792b92751	
63	9.3427	4.6313	6.3371	10.123	4.2676	10.389	6.7308	3.2283	5.5275	9.7627	7.7562	2.7941000000000003	5.608	8.9681	10.0674	2.7403	9.5725	10.0798	570000.0	2021-11-02T23:42:13.346691+00:00	8317b3f7-440d-43bc-86d0-329e7884271c	2021-11-02 23:42:13.346691+00:00	6169c82f761da24792b92751	
64	5.2579	6.9093	2.0129	8.4689	10.1986	10.8784	3.2878	1.5926	2.6447000000000003	7.2703	8.017	8.8672	3.2936	1.0251	4.8667	10.0633	7.002	3.4556	570000.0	2021-11-02T23:42:13.370387+00:00	98a2bfc8-b25c-4f6b-9cd9-9393faa7e9af	2021-11-02 23:42:13.370387+00:00	6169c82f761da24792b92751	
65	8.9088	5.1824	5.9376	1.0423	7.5794	10.409	7.302	8.6587	5.8101	7.0494	1.0532	9.5427	5.3557	1.5768	10.9796	5.2962	1.626	8.0677	217000.0	2021-11-02T23:42:13.391860+00:00	29dd53cf-202b-4837-992d-02b9b7438481	2021-11-02 23:42:13.391860+00:00	6169c82f761da24792b92751	
66	1.9279000000000002	5.6551	8.489	9.8021	8.5037	4.4855	5.1369	6.6245	4.5079	1.0694	6.6177	6.6986	10.089	7.1899	9.5399	6.7996	5.8938	7.4853	770000.0	2021-11-02T23:42:13.412616+00:00	956bbf56-0627-4b9d-8eaa-8d361ec04481	2021-11-02 23:42:13.412616+00:00	6169c82f761da24792b92751	
67	8.907	8.2715	3.9635	7.4341	8.1791	6.1923	2.0491	6.3072	8.5014	4.0503	1.85	4.3327	6.452	8.502	7.0973	5.5969	2.6593	2.2827	217000.0	2021-11-02T23:42:13.432384+00:00	3ddc2350-fadc-49af-8aea-9089ce9b0ec9	2021-11-02 23:42:13.432384+00:00	6169c82f761da24792b92751	
68	9.2614	10.4244	5.6934000000000005	6.6371	5.3878	2.0423	1.4689	8.1858	4.4937000000000005	3.1218	2.5221	4.4704	7.1485	1.8655	10.6309	1.5386000000000002	3.193	4.4335	570000.0	2021-11-02T23:42:13.452185+00:00	ab9aff96-f266-4bef-8822-525f634af9e1	2021-11-02 23:42:13.452185+00:00	6169c82f761da24792b92751	
69	7.7094000000000005	10.473700000000001	6.9847	7.5394	5.9384	3.882	3.9946	7.8208	4.9447	10.1317	1.3657	5.1108	7.0557	8.6104	4.182	7.1181	1.7689	1.8488	217000.0	2021-11-02T23:42:13.472391+00:00	b05d8963-306c-48eb-ba74-918dd80bc693	2021-11-02 23:42:13.472391+00:00	6169c82f761da24792b92751	
70	1.6388	3.8083	7.7806	8.6279	2.2155	3.3017	10.0872	5.4277	9.6165	1.7857	10.5151	3.9747	8.5363	1.7366000000000001	4.8568	3.5128	9.999	2.9689	770000.0	2021-11-02T23:42:13.494227+00:00	17c71109-c2d0-4b83-beb5-a04a45300f99	2021-11-02 23:42:13.494227+00:00	6169c82f761da24792b92751	
71	7.1178	3.4691	5.2036	1.722	9.1288	7.8068	4.7276	6.5266	8.1144	8.1523	7.1444	9.9847	6.9551	4.0816	3.9654	5.3377	8.3983	5.1235	570000.0	2021-11-02T23:42:13.514193+00:00	6853837d-986e-4287-a65f-3cf985af61c6	2021-11-02 23:42:13.514193+00:00	6169c82f761da24792b92751	
72	1.6966999999999999	8.6147	9.6118	7.6681	1.8961999999999999	10.2281	1.1534	1.584	5.7536000000000005	6.5507	8.493500000000001	1.6501000000000001	10.6415	5.1393	4.5003	6.8003	6.4612	2.4455	770000.0	2021-11-02T23:42:13.533734+00:00	37136f41-2272-4d1e-99bd-26e15dd06dbc	2021-11-02 23:42:13.533734+00:00	6169c82f761da24792b92751	
73	2.5946	8.9014	3.3154	2.2876	1.2446	9.1252	8.6085	2.3617	5.5507	7.4747	9.681000000000001	7.3118	1.4076	7.0149	10.5443	1.6975	10.7772	1.0271	570000.0	2021-11-02T23:42:13.555512+00:00	25eb8c45-6ec3-4bfc-8f67-74daeb87fe97	2021-11-02 23:42:13.555512+00:00	6169c82f761da24792b92751	
74	1.0334	1.1014	5.4017	3.1062	3.4913	4.7959	5.2923	4.4995	3.2516	3.2846	1.717	1.6987	7.74	5.2761	2.0734	10.209	10.996	6.7600999999999996	217000.0	2021-11-02T23:42:13.576327+00:00	e4c25b73-ce7f-4f70-b373-cec13864a149	2021-11-02 23:42:13.576327+00:00	6169c82f761da24792b92751	
75	7.7355	6.6889	1.4258	6.251	5.4956	10.3588	7.8195	6.2843	6.5459	1.2516	1.0104	7.3909	5.3666	6.3413	2.8842	4.7204	2.5077	6.7477	217000.0	2021-11-02T23:42:13.595449+00:00	0170e5af-03e4-4ebe-88ce-9314231af277	2021-11-02 23:42:13.595449+00:00	6169c82f761da24792b92751	
76	3.38	8.544599999999999	5.6391	9.8813	2.1274	9.4473	10.4661	1.0134	1.0932	9.1719	1.953	6.8977	10.3254	3.6757	3.6955999999999998	3.0774	8.5946	8.7739	770000.0	2021-11-02T23:42:13.615049+00:00	d6e3ae5e-5e6b-4aff-9f5f-6b30f627a46c	2021-11-02 23:42:13.615049+00:00	6169c82f761da24792b92751	
77																								"http://nucleus-frontend.domino-platform:80 ""POST /v4/modelManager/recordInvocation HTTP/1.1"" 200 4"
78	9.3023	6.6812000000000005	9.831	10.1967	5.7309	5.6339	6.6977	4.5945	3.333	10.1619	5.0447	9.5757	10.7766	7.6629000000000005	4.7945	4.1665	9.3606	3.1972	770000.0	2021-11-02T23:42:13.636650+00:00	0c52ddd3-ceed-4992-8783-2cb262fbb53f	2021-11-02 23:42:13.636650+00:00	6169c82f761da24792b92751	
